Motor energy,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
Hybrid electric-petrol,Türkiye,2020,18347.0
Hybrid electric-petrol,Türkiye,2021,48237.0
Hybrid electric-petrol,Türkiye,2022,42095.0
Hybrid electric-petrol,Türkiye,2023,78753.0
Hybrid electric-petrol,Türkiye,2024,161683.0
Hybrid electric-petrol,Ukraine,2019,8264.0
Hybrid electric-petrol,Ukraine,2020,4230.0
Hybrid electric-petrol,Ukraine,2021,8235.0
Hybrid electric-petrol,Ukraine,2022,3888.0
Hybrid electric-petrol,Ukraine,2023,8264.0
Hybrid electric-petrol,Ukraine,2024,10760.0
Hybrid electric-petrol,United Kingdom,2015,58716.0
Hybrid electric-petrol,United Kingdom,2016,76970.0
Hybrid electric-petrol,United Kingdom,2017,70123.0
Hybrid electric-petrol,United Kingdom,2018,86207.0
Hybrid electric-petrol,United Kingdom,2021,226410.0
Hybrid electric-petrol,United Kingdom,2022,296033.0
Hybrid electric-petrol,United Kingdom,2023,432352.0
Hybrid electric-petrol,Kosovo*,2018,96.0
Hybrid electric-petrol,Kosovo*,2019,0.0
Hybrid electric-petrol,Kosovo*,2021,231.0
Plug-in hybrid petrol-electric  ,Albania,2020,4563.0
Plug-in hybrid petrol-electric  ,Austria,2013,154.0
Plug-in hybrid petrol-electric  ,Austria,2014,331.0
Plug-in hybrid petrol-electric  ,Austria,2015,931.0
Plug-in hybrid petrol-electric  ,Austria,2016,1087.0
Plug-in hybrid petrol-electric  ,Austria,2017,1632.0
Plug-in hybrid petrol-electric  ,Austria,2018,2218.0
Plug-in hybrid petrol-electric  ,Austria,2019,2111.0
Plug-in hybrid petrol-electric  ,Austria,2020,7202.0
Plug-in hybrid petrol-electric  ,Austria,2021,13600.0
Plug-in hybrid petrol-electric  ,Austria,2022,12466.0
Plug-in hybrid petrol-electric  ,Austria,2023,16262.0
Plug-in hybrid petrol-electric  ,Austria,2024,15061.0
Plug-in hybrid petrol-electric  ,Bosnia and Herzegovina,2013,0.0
Plug-in hybrid petrol-electric  ,Bosnia and Herzegovina,2019,0.0
Plug-in hybrid petrol-electric  ,Bosnia and Herzegovina,2021,0.0
Plug-in hybrid petrol-electric  ,Belgium,2023,94268.0
Plug-in hybrid petrol-electric  ,Belgium,2024,62998.0
Plug-in hybrid petrol-electric  ,Bulgaria,2022,141.0
Plug-in hybrid petrol-electric  ,Bulgaria,2023,355.0
Plug-in hybrid petrol-electric  ,Bulgaria,2024,467.0
Plug-in hybrid petrol-electric  ,Switzerland,2013,6066.0
Plug-in hybrid petrol-electric  ,Switzerland,2014,5637.0
Plug-in hybrid petrol-electric  ,Switzerland,2015,5589.0
Plug-in hybrid petrol-electric  ,Switzerland,2016,2675.0
Plug-in hybrid petrol-electric  ,Switzerland,2017,3271.0
Plug-in hybrid petrol-electric  ,Switzerland,2018,3969.0
Plug-in hybrid petrol-electric  ,Switzerland,2019,4199.0
Plug-in hybrid petrol-electric  ,Switzerland,2020,14132.0
Plug-in hybrid petrol-electric  ,Switzerland,2021,21231.0
Plug-in hybrid petrol-electric  ,Switzerland,2022,17541.0
Plug-in hybrid petrol-electric  ,Switzerland,2023,17373.0
Plug-in hybrid petrol-electric  ,Switzerland,2024,10526.0
Plug-in hybrid petrol-electric  ,Cyprus,2021,84.0
Plug-in hybrid petrol-electric  ,Cyprus,2022,231.0
Plug-in hybrid petrol-electric  ,Cyprus,2023,511.0
Plug-in hybrid petrol-electric  ,Cyprus,2024,664.0
Plug-in hybrid petrol-electric  ,Czechia,2022,3166.0
Plug-in hybrid petrol-electric  ,Czechia,2023,4781.0
Plug-in hybrid petrol-electric  ,Czechia,2024,4394.0
Plug-in hybrid petrol-electric  ,Germany,2017,28244.0
Plug-in hybrid petrol-electric  ,Germany,2018,30839.0
Plug-in hybrid petrol-electric  ,Germany,2019,37814.0
Plug-in hybrid petrol-electric  ,Germany,2020,177963.0
Plug-in hybrid petrol-electric  ,Germany,2021,301856.0
Plug-in hybrid petrol-electric  ,Germany,2022,345083.0
Plug-in hybrid petrol-electric  ,Germany,2023,166614.0
Plug-in hybrid petrol-electric  ,Germany,2024,174653.0
Plug-in hybrid petrol-electric  ,Denmark,2014,81.0
Plug-in hybrid petrol-electric  ,Denmark,2015,406.0
Plug-in hybrid petrol-electric  ,Denmark,2016,567.0
Plug-in hybrid petrol-electric  ,Denmark,2017,620.0
Plug-in hybrid petrol-electric  ,Denmark,2018,3125.0
Plug-in hybrid petrol-electric  ,Denmark,2019,3767.0
Plug-in hybrid petrol-electric  ,Denmark,2020,17747.0
Plug-in hybrid petrol-electric  ,Denmark,2021,39317.0
Plug-in hybrid petrol-electric  ,Denmark,2022,25594.0
Plug-in hybrid petrol-electric  ,Denmark,2023,16945.0
Plug-in hybrid petrol-electric  ,Denmark,2024,6958.0
Plug-in hybrid petrol-electric  ,Estonia,2021,222.0
Plug-in hybrid petrol-electric  ,Estonia,2022,362.0
Plug-in hybrid petrol-electric  ,Estonia,2023,535.0
Plug-in hybrid petrol-electric  ,Estonia,2024,1243.0
Plug-in hybrid petrol-electric  ,Greece,2023,8475.0
Plug-in hybrid petrol-electric  ,Greece,2024,7918.0
Plug-in hybrid petrol-electric  ,Spain,2014,246.0
Plug-in hybrid petrol-electric  ,Spain,2015,57.0
Plug-in hybrid petrol-electric  ,Spain,2016,142.0
Plug-in hybrid petrol-electric  ,Spain,2017,509.0
Plug-in hybrid petrol-electric  ,Spain,2018,1909.0
Plug-in hybrid petrol-electric  ,Spain,2019,5511.0
Plug-in hybrid petrol-electric  ,Spain,2020,21350.0
Plug-in hybrid petrol-electric  ,Spain,2021,40927.0
Plug-in hybrid petrol-electric  ,Spain,2022,45948.0
Plug-in hybrid petrol-electric  ,Spain,2023,61038.0
Plug-in hybrid petrol-electric  ,Spain,2024,54931.0
Plug-in hybrid petrol-electric  ,European Union - 27 countries (from 2020),2024,714856.0
Plug-in hybrid petrol-electric  ,Finland,2014,212.0
Plug-in hybrid petrol-electric  ,Finland,2015,400.0
Plug-in hybrid petrol-electric  ,Finland,2016,1116.0
Plug-in hybrid petrol-electric  ,Finland,2017,2401.0
Plug-in hybrid petrol-electric  ,Finland,2018,4797.0
Plug-in hybrid petrol-electric  ,Finland,2019,5808.0
Plug-in hybrid petrol-electric  ,Finland,2020,12796.0
Plug-in hybrid petrol-electric  ,Finland,2021,19524.0
Plug-in hybrid petrol-electric  ,Finland,2022,15770.0
Plug-in hybrid petrol-electric  ,Finland,2023,17867.0
Plug-in hybrid petrol-electric  ,Finland,2024,14667.0
Plug-in hybrid petrol-electric  ,France,2013,601.0
Plug-in hybrid petrol-electric  ,France,2014,1850.0
Plug-in hybrid petrol-electric  ,France,2015,5587.0
Plug-in hybrid petrol-electric  ,France,2016,7218.0
Plug-in hybrid petrol-electric  ,France,2017,11801.0
Plug-in hybrid petrol-electric  ,France,2018,14507.0
Plug-in hybrid petrol-electric  ,France,2019,18010.0
Plug-in hybrid petrol-electric  ,France,2020,72565.0
Plug-in hybrid petrol-electric  ,France,2021,134006.0
Plug-in hybrid petrol-electric  ,France,2022,121196.0
Plug-in hybrid petrol-electric  ,France,2023,158373.0
Plug-in hybrid petrol-electric  ,France,2024,143062.0
Plug-in hybrid petrol-electric  ,Georgia,2024,0.0
Plug-in hybrid petrol-electric  ,Croatia,2022,689.0
Plug-in hybrid petrol-electric  ,Croatia,2023,783.0
Plug-in hybrid petrol-electric  ,Croatia,2024,350.0
Plug-in hybrid petrol-electric  ,Hungary,2020,2660.0
Plug-in hybrid petrol-electric  ,Hungary,2021,3591.0
Plug-in hybrid petrol-electric  ,Hungary,2022,4233.0
Plug-in hybrid petrol-electric  ,Hungary,2023,4804.0
Plug-in hybrid petrol-electric  ,Hungary,2024,4937.0
Plug-in hybrid petrol-electric  ,Ireland,2017,327.0
Plug-in hybrid petrol-electric  ,Ireland,2018,737.0
Plug-in hybrid petrol-electric  ,Ireland,2019,1447.0
Plug-in hybrid petrol-electric  ,Ireland,2020,2482.0
Plug-in hybrid petrol-electric  ,Ireland,2021,7698.0
Plug-in hybrid petrol-electric  ,Ireland,2022,7261.0
Plug-in hybrid petrol-electric  ,Ireland,2023,10183.0
Plug-in hybrid petrol-electric  ,Ireland,2024,11094.0
Plug-in hybrid petrol-electric  ,Iceland,2017,2061.0
Plug-in hybrid petrol-electric  ,Iceland,2018,2659.0
Plug-in hybrid petrol-electric  ,Iceland,2019,1792.0
Plug-in hybrid petrol-electric  ,Iceland,2020,2256.0
Plug-in hybrid petrol-electric  ,Iceland,2021,4718.0
Plug-in hybrid petrol-electric  ,Iceland,2022,3615.0
Plug-in hybrid petrol-electric  ,Iceland,2023,1691.0
Plug-in hybrid petrol-electric  ,Iceland,2024,1586.0
Plug-in hybrid petrol-electric  ,Italy,2021,60940.0
Plug-in hybrid petrol-electric  ,Italy,2022,56400.0
Plug-in hybrid petrol-electric  ,Italy,2023,60219.0
Plug-in hybrid petrol-electric  ,Italy,2024,45189.0
Plug-in hybrid petrol-electric  ,Liechtenstein,2023,65.0
Plug-in hybrid petrol-electric  ,Liechtenstein,2024,87.0
Plug-in hybrid petrol-electric  ,Lithuania,2021,400.0
Plug-in hybrid petrol-electric  ,Lithuania,2022,740.0
Plug-in hybrid petrol-electric  ,Lithuania,2023,787.0
Plug-in hybrid petrol-electric  ,Lithuania,2024,1674.0
Plug-in hybrid petrol-electric  ,Luxembourg,2013,11.0
Plug-in hybrid petrol-electric  ,Luxembourg,2014,56.0
Plug-in hybrid petrol-electric  ,Luxembourg,2015,25.0
Plug-in hybrid petrol-electric  ,Luxembourg,2016,108.0
Plug-in hybrid petrol-electric  ,Luxembourg,2017,673.0
Plug-in hybrid petrol-electric  ,Luxembourg,2018,703.0
Plug-in hybrid petrol-electric  ,Luxembourg,2019,844.0
Plug-in hybrid petrol-electric  ,Luxembourg,2020,2365.0
Plug-in hybrid petrol-electric  ,Luxembourg,2021,3825.0
Plug-in hybrid petrol-electric  ,Luxembourg,2022,3444.0
Plug-in hybrid petrol-electric  ,Luxembourg,2023,4638.0
Plug-in hybrid petrol-electric  ,Luxembourg,2024,3636.0
Plug-in hybrid petrol-electric  ,Latvia,2022,301.0
Plug-in hybrid petrol-electric  ,Latvia,2023,352.0
Plug-in hybrid petrol-electric  ,Latvia,2024,765.0
Plug-in hybrid petrol-electric  ,Malta,2019,0.0
Plug-in hybrid petrol-electric  ,Malta,2020,215.0
Plug-in hybrid petrol-electric  ,Malta,2021,668.0
Plug-in hybrid petrol-electric  ,Malta,2022,1206.0
Plug-in hybrid petrol-electric  ,Malta,2023,962.0
Plug-in hybrid petrol-electric  ,Malta,2024,492.0
Plug-in hybrid petrol-electric  ,Netherlands,2020,14891.0
Plug-in hybrid petrol-electric  ,Netherlands,2021,31016.0
Plug-in hybrid petrol-electric  ,Netherlands,2022,34742.0
Plug-in hybrid petrol-electric  ,Netherlands,2023,47082.0
Plug-in hybrid petrol-electric  ,Netherlands,2024,52576.0
Plug-in hybrid petrol-electric  ,Norway,2013,344.0
Plug-in hybrid petrol-electric  ,Norway,2014,1684.0
Plug-in hybrid petrol-electric  ,Norway,2015,7982.0
Plug-in hybrid petrol-electric  ,Norway,2016,19644.0
Plug-in hybrid petrol-electric  ,Norway,2017,26777.0
Plug-in hybrid petrol-electric  ,Norway,2018,24694.0
Plug-in hybrid petrol-electric  ,Norway,2019,18314.0
Plug-in hybrid petrol-electric  ,Norway,2020,26490.0
Plug-in hybrid petrol-electric  ,Norway,2021,36803.0
Plug-in hybrid petrol-electric  ,Norway,2022,15641.0
Plug-in hybrid petrol-electric  ,Norway,2023,9974.0
Plug-in hybrid petrol-electric  ,Norway,2024,3477.0
Plug-in hybrid petrol-electric  ,Poland,2013,4.0
Plug-in hybrid petrol-electric  ,Poland,2014,0.0
Plug-in hybrid petrol-electric  ,Poland,2015,141.0
Plug-in hybrid petrol-electric  ,Poland,2016,332.0
Plug-in hybrid petrol-electric  ,Poland,2017,444.0
Plug-in hybrid petrol-electric  ,Poland,2018,530.0
Plug-in hybrid petrol-electric  ,Poland,2019,927.0
Plug-in hybrid petrol-electric  ,Poland,2020,3520.0
Plug-in hybrid petrol-electric  ,Poland,2021,7045.0
Plug-in hybrid petrol-electric  ,Poland,2022,7852.0
Plug-in hybrid petrol-electric  ,Poland,2023,10800.0
Plug-in hybrid petrol-electric  ,Poland,2024,12124.0
Plug-in hybrid petrol-electric  ,Portugal,2017,2399.0
Plug-in hybrid petrol-electric  ,Portugal,2018,3888.0
Plug-in hybrid petrol-electric  ,Portugal,2019,4671.0
Plug-in hybrid petrol-electric  ,Portugal,2020,10010.0
Plug-in hybrid petrol-electric  ,Portugal,2021,13543.0
Plug-in hybrid petrol-electric  ,Portugal,2022,14878.0
Plug-in hybrid petrol-electric  ,Portugal,2023,25942.0
Plug-in hybrid petrol-electric  ,Portugal,2024,25842.0
Plug-in hybrid petrol-electric  ,Romania,2020,953.0
Plug-in hybrid petrol-electric  ,Romania,2021,2316.0
Plug-in hybrid petrol-electric  ,Romania,2022,3043.0
Plug-in hybrid petrol-electric  ,Romania,2023,2648.0
Plug-in hybrid petrol-electric  ,Romania,2024,6165.0
Plug-in hybrid petrol-electric  ,Sweden,2013,519.0
Plug-in hybrid petrol-electric  ,Sweden,2014,2702.0
Plug-in hybrid petrol-electric  ,Sweden,2015,5173.0
Plug-in hybrid petrol-electric  ,Sweden,2016,8964.0
Plug-in hybrid petrol-electric  ,Sweden,2017,14874.0
Plug-in hybrid petrol-electric  ,Sweden,2018,20541.0
Plug-in hybrid petrol-electric  ,Sweden,2019,23992.0
Plug-in hybrid petrol-electric  ,Sweden,2020,62954.0
Plug-in hybrid petrol-electric  ,Sweden,2021,73848.0
Plug-in hybrid petrol-electric  ,Sweden,2022,63911.0
Plug-in hybrid petrol-electric  ,Sweden,2023,59364.0
Plug-in hybrid petrol-electric  ,Sweden,2024,59734.0
Plug-in hybrid petrol-electric  ,Slovenia,2020,39.0
Plug-in hybrid petrol-electric  ,Slovenia,2021,191.0
Plug-in hybrid petrol-electric  ,Slovenia,2022,602.0
Plug-in hybrid petrol-electric  ,Slovenia,2024,1162.0
Plug-in hybrid petrol-electric  ,Slovakia,2022,1456.0
Plug-in hybrid petrol-electric  ,Slovakia,2023,2997.0
Plug-in hybrid petrol-electric  ,Slovakia,2024,2100.0
Plug-in hybrid petrol-electric  ,Türkiye,2017,0.0
Plug-in hybrid petrol-electric  ,Türkiye,2018,0.0
Plug-in hybrid petrol-electric  ,Türkiye,2019,0.0
Plug-in hybrid petrol-electric  ,Türkiye,2020,0.0
Plug-in hybrid petrol-electric  ,Türkiye,2021,0.0
Plug-in hybrid petrol-electric  ,Türkiye,2023,0.0
Plug-in hybrid petrol-electric  ,Türkiye,2024,0.0
Plug-in hybrid petrol-electric  ,United Kingdom,2017,34225.0
Plug-in hybrid petrol-electric  ,United Kingdom,2018,43647.0
Plug-in hybrid petrol-electric  ,United Kingdom,2021,108651.0
Plug-in hybrid petrol-electric  ,United Kingdom,2022,96942.0
Plug-in hybrid petrol-electric  ,United Kingdom,2023,138346.0
Plug-in hybrid petrol-electric  ,Kosovo*,2018,0.0
Plug-in hybrid petrol-electric  ,Kosovo*,2019,0.0
Plug-in hybrid petrol-electric  ,Kosovo*,2021,5.0
Natural gas,Albania,2020,0.0
Natural gas,Albania,2021,1.0
Natural gas,Austria,2013,455.0
Natural gas,Austria,2014,279.0
Natural gas,Austria,2015,167.0
Natural gas,Austria,2016,119.0
Natural gas,Austria,2017,114.0
Natural gas,Austria,2018,110.0
Natural gas,Austria,2019,421.0
Natural gas,Austria,2020,386.0
Natural gas,Austria,2021,70.0
Natural gas,Austria,2022,51.0
Natural gas,Austria,2023,6.0
Natural gas,Austria,2024,11.0
Natural gas,Bosnia and Herzegovina,2013,0.0
Natural gas,Bosnia and Herzegovina,2014,0.0
Natural gas,Bosnia and Herzegovina,2015,0.0
Natural gas,Bosnia and Herzegovina,2016,0.0
Natural gas,Bosnia and Herzegovina,2017,0.0
Natural gas,Bosnia and Herzegovina,2018,0.0
Natural gas,Bosnia and Herzegovina,2019,0.0
Natural gas,Bosnia and Herzegovina,2020,0.0
Natural gas,Bosnia and Herzegovina,2021,0.0
Natural gas,Bosnia and Herzegovina,2022,0.0
Natural gas,Bosnia and Herzegovina,2023,0.0
Natural gas,Bosnia and Herzegovina,2024,0.0
Natural gas,Belgium,2013,109.0
Natural gas,Belgium,2014,263.0
Natural gas,Belgium,2015,135.0
Natural gas,Belgium,2016,790.0
Natural gas,Belgium,2017,741.0
Natural gas,Belgium,2018,950.0
Natural gas,Belgium,2019,3147.0
Natural gas,Belgium,2020,2796.0
Natural gas,Belgium,2021,913.0
Natural gas,Belgium,2022,400.0
Natural gas,Belgium,2023,91.0
Natural gas,Belgium,2024,11.0
Natural gas,Bulgaria,2013,194.0
Natural gas,Bulgaria,2015,215.0
Natural gas,Bulgaria,2016,56.0
Natural gas,Bulgaria,2017,215.0
Natural gas,Bulgaria,2018,292.0
Natural gas,Bulgaria,2019,450.0
Natural gas,Bulgaria,2022,0.0
Natural gas,Bulgaria,2023,0.0
Natural gas,Bulgaria,2024,0.0
Natural gas,Switzerland,2013,432.0
Natural gas,Switzerland,2014,217.0
Natural gas,Switzerland,2015,162.0
Natural gas,Switzerland,2016,249.0
Natural gas,Switzerland,2017,127.0
Natural gas,Switzerland,2018,114.0
Natural gas,Switzerland,2019,1090.0
Natural gas,Switzerland,2020,514.0
Natural gas,Switzerland,2021,268.0
Natural gas,Switzerland,2022,113.0
Natural gas,Switzerland,2023,38.0
Natural gas,Switzerland,2024,4.0
Natural gas,Cyprus,2013,0.0
Natural gas,Cyprus,2014,0.0
Natural gas,Cyprus,2015,0.0
Natural gas,Cyprus,2016,0.0
Natural gas,Cyprus,2017,0.0
Natural gas,Cyprus,2018,0.0
Natural gas,Cyprus,2019,0.0
Natural gas,Cyprus,2020,0.0
Natural gas,Cyprus,2021,0.0
Natural gas,Cyprus,2022,0.0
Natural gas,Cyprus,2023,0.0
Natural gas,Cyprus,2024,0.0
Natural gas,Czechia,2021,840.0
Natural gas,Czechia,2022,804.0
Natural gas,Czechia,2023,455.0
Natural gas,Czechia,2024,216.0
Natural gas,Germany,2013,7835.0
Natural gas,Germany,2014,8194.0
Natural gas,Germany,2015,5285.0
Natural gas,Germany,2016,3240.0
Natural gas,Germany,2017,3723.0
Natural gas,Germany,2018,10804.0
Natural gas,Germany,2019,7623.0
Natural gas,Germany,2020,7159.0
Natural gas,Germany,2021,3916.0
Natural gas,Germany,2022,1846.0
Natural gas,Germany,2023,1327.0
Natural gas,Germany,2024,137.0
Natural gas,Denmark,2013,15.0
Natural gas,Denmark,2014,43.0
Natural gas,Denmark,2015,36.0
Natural gas,Denmark,2016,36.0
Natural gas,Denmark,2017,47.0
Natural gas,Denmark,2018,7.0
Natural gas,Denmark,2019,6.0
Natural gas,Denmark,2020,0.0
Natural gas,Denmark,2021,0.0
Natural gas,Denmark,2022,0.0
Natural gas,Denmark,2023,0.0
Natural gas,Denmark,2024,0.0
Natural gas,Estonia,2013,6.0
Natural gas,Estonia,2014,17.0
Natural gas,Estonia,2015,16.0
Natural gas,Estonia,2016,3.0
Natural gas,Estonia,2017,9.0
Natural gas,Estonia,2018,3.0
Natural gas,Estonia,2019,578.0
Natural gas,Estonia,2020,664.0
Natural gas,Estonia,2021,466.0
Natural gas,Estonia,2022,285.0
Natural gas,Estonia,2023,66.0
Natural gas,Estonia,2024,146.0
Natural gas,Greece,2021,1099.0
Natural gas,Greece,2022,644.0
Natural gas,Greece,2023,397.0
Natural gas,Greece,2024,39.0
Natural gas,Spain,2014,127.0
Natural gas,Spain,2015,160.0
Natural gas,Spain,2016,70.0
Natural gas,Spain,2017,119.0
Natural gas,Spain,2018,429.0
Natural gas,Spain,2019,5914.0
Natural gas,Spain,2020,3782.0
Natural gas,Spain,2021,1195.0
Natural gas,Spain,2022,403.0
Natural gas,Spain,2023,148.0
Natural gas,Spain,2024,101.0
Natural gas,Finland,2013,21.0
Natural gas,Finland,2014,37.0
Natural gas,Finland,2015,18.0
Natural gas,Finland,2016,38.0
Natural gas,Finland,2017,65.0
Natural gas,Finland,2018,182.0
Natural gas,Finland,2019,2135.0
Natural gas,Finland,2020,1841.0
Natural gas,Finland,2021,909.0
Natural gas,Finland,2022,595.0
Natural gas,Finland,2023,453.0
Natural gas,Finland,2024,114.0
Natural gas,France,2013,19.0
Natural gas,France,2014,27.0
Natural gas,France,2015,46.0
Natural gas,France,2016,10.0
Natural gas,France,2017,26.0
Natural gas,France,2018,20.0
Natural gas,France,2019,230.0
Natural gas,France,2020,320.0
Natural gas,France,2021,170.0
Natural gas,France,2022,109.0
Natural gas,France,2023,98.0
Natural gas,France,2024,98.0
Natural gas,Georgia,2018,0.0
Natural gas,Georgia,2023,0.0
Natural gas,Georgia,2024,0.0
Natural gas,Croatia,2016,2.0
Natural gas,Croatia,2017,1.0
Natural gas,Croatia,2018,2.0
Natural gas,Croatia,2019,3.0
Natural gas,Croatia,2020,1.0
Natural gas,Hungary,2013,33.0
Natural gas,Hungary,2014,31.0
Natural gas,Hungary,2015,1.0
Natural gas,Hungary,2016,4.0
Natural gas,Hungary,2017,5.0
Natural gas,Hungary,2018,9.0
Natural gas,Hungary,2019,3.0
Natural gas,Hungary,2020,2.0
Natural gas,Hungary,2021,5.0
Natural gas,Hungary,2022,4.0
Natural gas,Hungary,2023,0.0
Natural gas,Hungary,2024,0.0
Natural gas,Iceland,2017,18.0
Natural gas,Iceland,2018,5.0
Natural gas,Iceland,2019,52.0
Natural gas,Iceland,2020,35.0
Natural gas,Iceland,2021,5.0
Natural gas,Iceland,2022,4.0
Natural gas,Iceland,2023,3.0
Natural gas,Iceland,2024,4.0
Natural gas,Italy,2013,67982.0
Natural gas,Italy,2014,72387.0
Natural gas,Italy,2015,62939.0
Natural gas,Italy,2016,43787.0
Natural gas,Italy,2017,32659.0
Natural gas,Italy,2018,37416.0
Natural gas,Italy,2019,38159.0
Natural gas,Italy,2020,32455.0
Natural gas,Italy,2021,31695.0
Natural gas,Italy,2022,10740.0
Natural gas,Italy,2023,1855.0
Natural gas,Italy,2024,1247.0
Natural gas,Liechtenstein,2013,4.0
Natural gas,Liechtenstein,2014,1.0
Natural gas,Liechtenstein,2015,5.0
Natural gas,Liechtenstein,2016,0.0
Natural gas,Liechtenstein,2017,1.0
Natural gas,Liechtenstein,2018,1.0
Natural gas,Liechtenstein,2019,7.0
Natural gas,Liechtenstein,2020,2.0
Natural gas,Liechtenstein,2021,3.0
Natural gas,Liechtenstein,2022,2.0
Natural gas,Liechtenstein,2023,0.0
Natural gas,Liechtenstein,2024,0.0
Natural gas,Lithuania,2013,0.0
Natural gas,Lithuania,2014,0.0
Natural gas,Lithuania,2015,0.0
Natural gas,Lithuania,2017,0.0
Natural gas,Lithuania,2022,0.0
Natural gas,Lithuania,2023,0.0
Natural gas,Lithuania,2024,0.0
Natural gas,Luxembourg,2021,3.0
Natural gas,Luxembourg,2022,2.0
Natural gas,Luxembourg,2023,0.0
Natural gas,Luxembourg,2024,1.0
Natural gas,Latvia,2016,4.0
Natural gas,Latvia,2017,11.0
Natural gas,Latvia,2018,4.0
Natural gas,Latvia,2019,15.0
Natural gas,Latvia,2020,35.0
Natural gas,Latvia,2021,19.0
Natural gas,Latvia,2022,24.0
Natural gas,Latvia,2023,3.0
Natural gas,Latvia,2024,0.0
Natural gas,Moldova,2013,415.0
Natural gas,Moldova,2014,680.0
Natural gas,Moldova,2015,576.0
Natural gas,Moldova,2016,636.0
Natural gas,Moldova,2017,841.0
Natural gas,Moldova,2018,644.0
Natural gas,Moldova,2019,737.0
Natural gas,Moldova,2020,699.0
Natural gas,Moldova,2021,1431.0
Natural gas,Moldova,2022,293.0
Natural gas,Moldova,2023,169.0
Natural gas,Moldova,2024,701.0
Natural gas,Malta,2013,0.0
Natural gas,Malta,2014,0.0
Natural gas,Malta,2015,0.0
Natural gas,Malta,2016,0.0
Natural gas,Malta,2017,0.0
Natural gas,Malta,2018,0.0
Natural gas,Malta,2019,0.0
Natural gas,Malta,2020,0.0
Natural gas,Malta,2021,0.0
Natural gas,Malta,2022,0.0
Natural gas,Malta,2023,0.0
Natural gas,Malta,2024,0.0
Natural gas,Netherlands,2013,530.0
Natural gas,Netherlands,2014,3223.0
Natural gas,Netherlands,2015,678.0
Natural gas,Netherlands,2016,658.0
Natural gas,Netherlands,2017,1268.0
Natural gas,Netherlands,2018,990.0
Natural gas,Netherlands,2019,295.0
Natural gas,Netherlands,2020,60.0
Natural gas,Netherlands,2021,39.0
Natural gas,Netherlands,2022,16.0
Natural gas,Netherlands,2023,6.0
Natural gas,Netherlands,2024,0.0
Natural gas,Norway,2016,5.0
Natural gas,Norway,2017,37.0
Natural gas,Norway,2018,60.0
Natural gas,Norway,2019,17.0
Natural gas,Norway,2020,7.0
Natural gas,Norway,2021,0.0
Natural gas,Norway,2022,0.0
Natural gas,Norway,2023,0.0
Natural gas,Norway,2024,0.0
Natural gas,Poland,2013,11.0
Natural gas,Poland,2014,14.0
Natural gas,Poland,2020,27.0
Natural gas,Poland,2021,5.0
Natural gas,Poland,2022,0.0
Natural gas,Poland,2023,0.0
Natural gas,Poland,2024,0.0
Natural gas,Portugal,2017,7.0
Natural gas,Portugal,2018,1.0
Natural gas,Portugal,2019,42.0
Natural gas,Portugal,2020,30.0
Natural gas,Portugal,2021,31.0
Natural gas,Portugal,2022,10.0
Natural gas,Portugal,2023,2.0
Natural gas,Portugal,2024,0.0
Natural gas,Serbia,2019,0.0
Natural gas,Serbia,2020,1.0
Natural gas,Serbia,2021,1.0
Natural gas,Serbia,2022,3.0
Natural gas,Serbia,2023,5.0
Natural gas,Serbia,2024,10.0
Natural gas,Sweden,2013,1325.0
Natural gas,Sweden,2014,1602.0
Natural gas,Sweden,2015,886.0
Natural gas,Sweden,2016,499.0
Natural gas,Sweden,2017,781.0
Natural gas,Sweden,2018,592.0
Natural gas,Sweden,2019,4535.0
Natural gas,Sweden,2020,3248.0
Natural gas,Sweden,2021,1484.0
Natural gas,Sweden,2022,1879.0
Natural gas,Sweden,2023,2004.0
Natural gas,Sweden,2024,1083.0
Natural gas,Slovenia,2014,48.0
Natural gas,Slovenia,2015,40.0
Natural gas,Slovenia,2016,9.0
Natural gas,Slovenia,2017,43.0
Natural gas,Slovenia,2018,13.0
Natural gas,Slovenia,2019,27.0
Natural gas,Slovenia,2020,46.0
Natural gas,Slovenia,2021,16.0
Natural gas,Slovenia,2022,6.0
Natural gas,Slovenia,2023,0.0
Natural gas,Slovenia,2024,0.0
Natural gas,Slovakia,2013,1362.0
Natural gas,Slovakia,2014,51.0
Natural gas,Slovakia,2015,121.0
Natural gas,Slovakia,2016,188.0
Natural gas,Slovakia,2017,119.0
Natural gas,Slovakia,2018,189.0
Natural gas,Slovakia,2019,152.0
Natural gas,Slovakia,2020,404.0
Natural gas,Slovakia,2021,180.0
Natural gas,Slovakia,2022,291.0
Natural gas,Slovakia,2023,122.0
Natural gas,Slovakia,2024,120.0
Natural gas,Türkiye,2013,3.0
Natural gas,Türkiye,2014,2.0
Natural gas,Türkiye,2017,0.0
Natural gas,Türkiye,2018,3.0
Natural gas,Türkiye,2019,6.0
Natural gas,Türkiye,2020,3.0
Natural gas,Türkiye,2021,1.0
Natural gas,Türkiye,2022,1.0
Natural gas,Türkiye,2023,2.0
Natural gas,Türkiye,2024,4.0
Natural gas,Ukraine,2019,2.0
Natural gas,Ukraine,2020,2.0
Natural gas,Ukraine,2021,3.0
Natural gas,Ukraine,2022,0.0
Natural gas,Ukraine,2023,2.0
Natural gas,Ukraine,2024,0.0
Natural gas,United Kingdom,2015,13.0
