Motor energy,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
Bi-fuel,United Kingdom,2021,2299.0
Bi-fuel,United Kingdom,2022,3577.0
Bi-fuel,United Kingdom,2023,2646.0
Bi-fuel,Kosovo*,2017,0.0
Bi-fuel,Kosovo*,2018,0.0
Bi-fuel,Kosovo*,2019,0.0
Bi-fuel,Kosovo*,2021,0.0
Biodiesel,Albania,2020,0.0
Biodiesel,Albania,2021,1.0
Biodiesel,Austria,2019,0.0
Biodiesel,Austria,2020,0.0
Biodiesel,Austria,2021,0.0
Biodiesel,Austria,2022,0.0
Biodiesel,Austria,2023,0.0
Biodiesel,Austria,2024,0.0
Biodiesel,Bosnia and Herzegovina,2013,0.0
Biodiesel,Bosnia and Herzegovina,2014,0.0
Biodiesel,Bosnia and Herzegovina,2015,0.0
Biodiesel,Bosnia and Herzegovina,2016,0.0
Biodiesel,Bosnia and Herzegovina,2017,0.0
Biodiesel,Bosnia and Herzegovina,2018,0.0
Biodiesel,Bosnia and Herzegovina,2019,0.0
Biodiesel,Bosnia and Herzegovina,2020,0.0
Biodiesel,Bosnia and Herzegovina,2021,0.0
Biodiesel,Bosnia and Herzegovina,2022,0.0
Biodiesel,Bosnia and Herzegovina,2023,0.0
Biodiesel,Bosnia and Herzegovina,2024,0.0
Biodiesel,Belgium,2013,0.0
Biodiesel,Belgium,2014,0.0
Biodiesel,Belgium,2015,0.0
Biodiesel,Belgium,2016,0.0
Biodiesel,Belgium,2017,0.0
Biodiesel,Belgium,2018,0.0
Biodiesel,Belgium,2019,0.0
Biodiesel,Belgium,2020,1.0
Biodiesel,Belgium,2021,0.0
Biodiesel,Belgium,2022,2.0
Biodiesel,Belgium,2023,0.0
Biodiesel,Belgium,2024,1.0
Biodiesel,Bulgaria,2024,0.0
Biodiesel,Switzerland,2013,0.0
Biodiesel,Switzerland,2014,0.0
Biodiesel,Switzerland,2015,0.0
Biodiesel,Switzerland,2016,0.0
Biodiesel,Switzerland,2017,0.0
Biodiesel,Switzerland,2018,0.0
Biodiesel,Switzerland,2019,0.0
Biodiesel,Switzerland,2020,0.0
Biodiesel,Switzerland,2021,0.0
Biodiesel,Switzerland,2022,0.0
Biodiesel,Switzerland,2023,0.0
Biodiesel,Cyprus,2013,0.0
Biodiesel,Cyprus,2014,0.0
Biodiesel,Cyprus,2015,0.0
Biodiesel,Cyprus,2016,0.0
Biodiesel,Cyprus,2017,0.0
Biodiesel,Cyprus,2018,0.0
Biodiesel,Cyprus,2019,0.0
Biodiesel,Cyprus,2020,0.0
Biodiesel,Cyprus,2021,0.0
Biodiesel,Cyprus,2022,0.0
Biodiesel,Cyprus,2023,0.0
Biodiesel,Cyprus,2024,0.0
Biodiesel,Czechia,2021,0.0
Biodiesel,Czechia,2023,1.0
Biodiesel,Czechia,2024,2.0
Biodiesel,Denmark,2019,0.0
Biodiesel,Denmark,2020,0.0
Biodiesel,Denmark,2021,0.0
Biodiesel,Denmark,2022,0.0
Biodiesel,Denmark,2023,0.0
Biodiesel,Denmark,2024,0.0
Biodiesel,Greece,2023,0.0
Biodiesel,Spain,2014,6.0
Biodiesel,Spain,2015,0.0
Biodiesel,Spain,2016,0.0
Biodiesel,Spain,2018,0.0
Biodiesel,Spain,2019,0.0
Biodiesel,Spain,2020,0.0
Biodiesel,Spain,2021,0.0
Biodiesel,Spain,2022,0.0
Biodiesel,Spain,2023,0.0
Biodiesel,Spain,2024,0.0
Biodiesel,Finland,2013,0.0
Biodiesel,Finland,2014,0.0
Biodiesel,Finland,2015,0.0
Biodiesel,Finland,2016,0.0
Biodiesel,Finland,2021,0.0
Biodiesel,Finland,2022,0.0
Biodiesel,Finland,2023,0.0
Biodiesel,Finland,2024,0.0
Biodiesel,France,2013,0.0
Biodiesel,France,2023,0.0
Biodiesel,Georgia,2023,0.0
Biodiesel,Georgia,2024,0.0
Biodiesel,Hungary,2013,0.0
Biodiesel,Hungary,2014,0.0
Biodiesel,Hungary,2015,0.0
Biodiesel,Hungary,2016,0.0
Biodiesel,Hungary,2017,0.0
Biodiesel,Hungary,2018,0.0
Biodiesel,Hungary,2019,0.0
Biodiesel,Hungary,2020,0.0
Biodiesel,Hungary,2021,0.0
Biodiesel,Hungary,2022,0.0
Biodiesel,Hungary,2023,0.0
Biodiesel,Hungary,2024,0.0
Biodiesel,Italy,2023,33.0
Biodiesel,Italy,2024,397.0
Biodiesel,Liechtenstein,2013,0.0
Biodiesel,Liechtenstein,2014,0.0
Biodiesel,Liechtenstein,2015,0.0
Biodiesel,Liechtenstein,2016,0.0
Biodiesel,Liechtenstein,2017,0.0
Biodiesel,Liechtenstein,2018,0.0
Biodiesel,Liechtenstein,2019,0.0
Biodiesel,Liechtenstein,2020,0.0
Biodiesel,Liechtenstein,2021,0.0
Biodiesel,Liechtenstein,2022,0.0
Biodiesel,Liechtenstein,2023,0.0
Biodiesel,Liechtenstein,2024,0.0
Biodiesel,Lithuania,2013,0.0
Biodiesel,Lithuania,2014,0.0
Biodiesel,Lithuania,2015,0.0
Biodiesel,Lithuania,2016,0.0
Biodiesel,Lithuania,2017,0.0
Biodiesel,Lithuania,2018,0.0
Biodiesel,Lithuania,2019,0.0
Biodiesel,Lithuania,2020,0.0
Biodiesel,Lithuania,2021,0.0
Biodiesel,Lithuania,2022,0.0
Biodiesel,Lithuania,2023,0.0
Biodiesel,Lithuania,2024,0.0
Biodiesel,Luxembourg,2021,0.0
Biodiesel,Luxembourg,2022,0.0
Biodiesel,Luxembourg,2023,0.0
Biodiesel,Luxembourg,2024,0.0
Biodiesel,Latvia,2014,0.0
Biodiesel,Latvia,2016,0.0
Biodiesel,Latvia,2017,0.0
Biodiesel,Latvia,2018,0.0
Biodiesel,Latvia,2019,0.0
Biodiesel,Latvia,2020,0.0
Biodiesel,Latvia,2021,0.0
Biodiesel,Latvia,2022,0.0
Biodiesel,Latvia,2023,0.0
Biodiesel,Latvia,2024,0.0
Biodiesel,Malta,2013,0.0
Biodiesel,Malta,2014,0.0
Biodiesel,Malta,2015,0.0
Biodiesel,Malta,2016,0.0
Biodiesel,Malta,2017,0.0
Biodiesel,Malta,2018,0.0
Biodiesel,Malta,2019,0.0
Biodiesel,Malta,2020,0.0
Biodiesel,Malta,2021,0.0
Biodiesel,Malta,2022,0.0
Biodiesel,Malta,2023,0.0
Biodiesel,Malta,2024,0.0
Biodiesel,Netherlands,2015,0.0
Biodiesel,Netherlands,2016,0.0
Biodiesel,Netherlands,2021,0.0
Biodiesel,Netherlands,2022,0.0
Biodiesel,Netherlands,2023,0.0
Biodiesel,Netherlands,2024,0.0
Biodiesel,Norway,2018,0.0
Biodiesel,Norway,2019,0.0
Biodiesel,Norway,2020,0.0
Biodiesel,Norway,2021,0.0
Biodiesel,Norway,2022,0.0
Biodiesel,Norway,2023,0.0
Biodiesel,Norway,2024,0.0
Biodiesel,Poland,2013,0.0
Biodiesel,Poland,2014,0.0
Biodiesel,Poland,2015,0.0
Biodiesel,Poland,2016,0.0
Biodiesel,Poland,2017,0.0
Biodiesel,Poland,2018,27.0
Biodiesel,Poland,2019,21.0
Biodiesel,Poland,2020,34.0
Biodiesel,Poland,2021,0.0
Biodiesel,Poland,2022,0.0
Biodiesel,Poland,2023,0.0
Biodiesel,Poland,2024,0.0
Biodiesel,Portugal,2017,0.0
Biodiesel,Portugal,2018,0.0
Biodiesel,Portugal,2019,0.0
Biodiesel,Portugal,2020,0.0
Biodiesel,Portugal,2021,0.0
Biodiesel,Portugal,2022,0.0
Biodiesel,Portugal,2023,0.0
Biodiesel,Portugal,2024,0.0
Biodiesel,Serbia,2019,0.0
Biodiesel,Serbia,2020,0.0
Biodiesel,Serbia,2021,0.0
Biodiesel,Serbia,2022,0.0
Biodiesel,Serbia,2023,0.0
Biodiesel,Serbia,2024,0.0
Biodiesel,Sweden,2013,2.0
Biodiesel,Sweden,2014,0.0
Biodiesel,Sweden,2015,1.0
Biodiesel,Sweden,2016,0.0
Biodiesel,Sweden,2017,0.0
Biodiesel,Sweden,2018,0.0
Biodiesel,Sweden,2019,0.0
Biodiesel,Sweden,2020,0.0
Biodiesel,Sweden,2021,0.0
Biodiesel,Sweden,2022,0.0
Biodiesel,Sweden,2023,0.0
Biodiesel,Türkiye,2017,0.0
Biodiesel,Türkiye,2018,0.0
Biodiesel,Türkiye,2019,0.0
Biodiesel,Türkiye,2020,0.0
Biodiesel,Türkiye,2021,0.0
Biodiesel,Türkiye,2022,0.0
Biodiesel,Türkiye,2023,0.0
Biodiesel,Türkiye,2024,0.0
Biodiesel,Kosovo*,2017,0.0
Biodiesel,Kosovo*,2018,0.0
Biodiesel,Kosovo*,2019,0.0
Biodiesel,Kosovo*,2021,0.0
Bioethanol,Albania,2020,0.0
Bioethanol,Albania,2021,1.0
Bioethanol,Austria,2019,0.0
Bioethanol,Austria,2020,0.0
Bioethanol,Austria,2021,0.0
Bioethanol,Austria,2022,0.0
Bioethanol,Austria,2023,0.0
Bioethanol,Austria,2024,0.0
Bioethanol,Bosnia and Herzegovina,2013,0.0
Bioethanol,Bosnia and Herzegovina,2014,0.0
Bioethanol,Bosnia and Herzegovina,2015,0.0
Bioethanol,Bosnia and Herzegovina,2016,0.0
Bioethanol,Bosnia and Herzegovina,2017,0.0
Bioethanol,Bosnia and Herzegovina,2018,0.0
Bioethanol,Bosnia and Herzegovina,2019,0.0
Bioethanol,Bosnia and Herzegovina,2020,0.0
Bioethanol,Bosnia and Herzegovina,2021,0.0
Bioethanol,Bosnia and Herzegovina,2022,0.0
Bioethanol,Bosnia and Herzegovina,2023,0.0
Bioethanol,Bosnia and Herzegovina,2024,0.0
Bioethanol,Belgium,2013,13.0
Bioethanol,Belgium,2014,1.0
Bioethanol,Belgium,2015,1.0
Bioethanol,Belgium,2016,6.0
Bioethanol,Belgium,2017,0.0
Bioethanol,Belgium,2018,2.0
Bioethanol,Belgium,2019,1.0
Bioethanol,Belgium,2020,0.0
Bioethanol,Belgium,2021,0.0
Bioethanol,Belgium,2022,0.0
Bioethanol,Belgium,2023,0.0
Bioethanol,Belgium,2024,0.0
Bioethanol,Bulgaria,2024,0.0
Bioethanol,Switzerland,2013,0.0
Bioethanol,Switzerland,2014,1.0
Bioethanol,Switzerland,2015,1.0
Bioethanol,Switzerland,2016,1.0
Bioethanol,Switzerland,2017,0.0
Bioethanol,Switzerland,2018,0.0
Bioethanol,Switzerland,2019,2.0
Bioethanol,Switzerland,2020,0.0
Bioethanol,Switzerland,2021,1.0
Bioethanol,Switzerland,2022,0.0
Bioethanol,Switzerland,2023,0.0
Bioethanol,Cyprus,2013,0.0
Bioethanol,Cyprus,2014,0.0
Bioethanol,Cyprus,2015,0.0
Bioethanol,Cyprus,2016,0.0
Bioethanol,Cyprus,2017,0.0
Bioethanol,Cyprus,2018,0.0
Bioethanol,Cyprus,2019,0.0
Bioethanol,Cyprus,2020,0.0
Bioethanol,Cyprus,2021,0.0
Bioethanol,Cyprus,2022,0.0
Bioethanol,Cyprus,2023,0.0
Bioethanol,Cyprus,2024,0.0
Bioethanol,Czechia,2021,1.0
Bioethanol,Czechia,2022,0.0
Bioethanol,Czechia,2023,0.0
Bioethanol,Czechia,2024,0.0
Bioethanol,Denmark,2019,0.0
Bioethanol,Denmark,2020,0.0
Bioethanol,Denmark,2021,0.0
Bioethanol,Denmark,2022,0.0
Bioethanol,Denmark,2023,0.0
Bioethanol,Denmark,2024,0.0
Bioethanol,Greece,2023,0.0
Bioethanol,Spain,2015,5.0
Bioethanol,Spain,2016,1.0
Bioethanol,Spain,2018,0.0
Bioethanol,Spain,2019,0.0
Bioethanol,Spain,2020,0.0
Bioethanol,Spain,2021,1.0
Bioethanol,Spain,2022,0.0
Bioethanol,Spain,2023,0.0
Bioethanol,Spain,2024,0.0
Bioethanol,Finland,2013,402.0
Bioethanol,Finland,2014,344.0
Bioethanol,Finland,2015,105.0
Bioethanol,Finland,2016,14.0
Bioethanol,Finland,2017,1.0
Bioethanol,Finland,2018,0.0
Bioethanol,Finland,2019,0.0
Bioethanol,Finland,2020,0.0
Bioethanol,Finland,2021,12.0
Bioethanol,Finland,2022,27.0
Bioethanol,Finland,2023,17.0
Bioethanol,Finland,2024,43.0
Bioethanol,France,2013,238.0
Bioethanol,France,2014,254.0
Bioethanol,France,2015,231.0
Bioethanol,France,2016,1062.0
Bioethanol,France,2017,0.0
Bioethanol,France,2018,0.0
Bioethanol,France,2019,0.0
Bioethanol,France,2020,0.0
Bioethanol,France,2021,0.0
Bioethanol,France,2022,0.0
Bioethanol,France,2023,0.0
Bioethanol,Georgia,2023,0.0
Bioethanol,Georgia,2024,0.0
Bioethanol,Hungary,2013,0.0
Bioethanol,Hungary,2014,0.0
Bioethanol,Hungary,2015,0.0
Bioethanol,Hungary,2016,0.0
Bioethanol,Hungary,2017,0.0
Bioethanol,Hungary,2018,0.0
Bioethanol,Hungary,2019,0.0
Bioethanol,Hungary,2020,0.0
Bioethanol,Hungary,2021,0.0
Bioethanol,Hungary,2022,0.0
Bioethanol,Hungary,2023,0.0
Bioethanol,Hungary,2024,0.0
Bioethanol,Liechtenstein,2013,0.0
Bioethanol,Liechtenstein,2014,0.0
Bioethanol,Liechtenstein,2015,0.0
Bioethanol,Liechtenstein,2016,0.0
Bioethanol,Liechtenstein,2017,0.0
Bioethanol,Liechtenstein,2018,0.0
Bioethanol,Liechtenstein,2019,0.0
Bioethanol,Liechtenstein,2020,0.0
Bioethanol,Liechtenstein,2021,0.0
Bioethanol,Liechtenstein,2022,0.0
Bioethanol,Liechtenstein,2023,0.0
Bioethanol,Liechtenstein,2024,0.0
Bioethanol,Lithuania,2013,0.0
Bioethanol,Lithuania,2014,0.0
Bioethanol,Lithuania,2015,0.0
Bioethanol,Lithuania,2016,0.0
Bioethanol,Lithuania,2017,0.0
Bioethanol,Lithuania,2018,0.0
Bioethanol,Lithuania,2019,0.0
Bioethanol,Lithuania,2020,0.0
Bioethanol,Lithuania,2021,0.0
Bioethanol,Lithuania,2022,0.0
Bioethanol,Lithuania,2023,0.0
Bioethanol,Lithuania,2024,0.0
Bioethanol,Luxembourg,2021,0.0
Bioethanol,Luxembourg,2022,0.0
Bioethanol,Luxembourg,2023,0.0
Bioethanol,Luxembourg,2024,0.0
Bioethanol,Latvia,2014,0.0
Bioethanol,Latvia,2016,0.0
Bioethanol,Latvia,2017,0.0
Bioethanol,Latvia,2018,0.0
Bioethanol,Latvia,2019,0.0
Bioethanol,Latvia,2020,0.0
Bioethanol,Latvia,2021,0.0
Bioethanol,Latvia,2022,0.0
Bioethanol,Latvia,2023,0.0
Bioethanol,Latvia,2024,0.0
Bioethanol,Malta,2013,0.0
Bioethanol,Malta,2014,0.0
Bioethanol,Malta,2015,0.0
Bioethanol,Malta,2016,0.0
Bioethanol,Malta,2017,0.0
Bioethanol,Malta,2018,0.0
Bioethanol,Malta,2019,0.0
Bioethanol,Malta,2020,0.0
Bioethanol,Malta,2021,0.0
Bioethanol,Malta,2022,0.0
Bioethanol,Malta,2023,0.0
Bioethanol,Malta,2024,0.0
Bioethanol,Netherlands,2015,0.0
Bioethanol,Netherlands,2016,0.0
Bioethanol,Netherlands,2021,0.0
Bioethanol,Netherlands,2022,0.0
Bioethanol,Netherlands,2023,0.0
Bioethanol,Netherlands,2024,0.0
Bioethanol,Norway,2018,0.0
Bioethanol,Norway,2019,0.0
Bioethanol,Norway,2020,2.0
Bioethanol,Norway,2021,0.0
Bioethanol,Norway,2022,0.0
Bioethanol,Norway,2023,0.0
Bioethanol,Norway,2024,0.0
Bioethanol,Poland,2013,16.0
Bioethanol,Poland,2014,1.0
Bioethanol,Poland,2015,2.0
Bioethanol,Poland,2016,2.0
Bioethanol,Poland,2017,11.0
Bioethanol,Poland,2018,22.0
Bioethanol,Poland,2019,55.0
Bioethanol,Poland,2020,24.0
Bioethanol,Poland,2021,0.0
Bioethanol,Poland,2022,0.0
Bioethanol,Poland,2023,0.0
Bioethanol,Poland,2024,0.0
Bioethanol,Portugal,2017,0.0
Bioethanol,Portugal,2018,0.0
Bioethanol,Portugal,2019,0.0
Bioethanol,Portugal,2020,0.0
Bioethanol,Portugal,2021,0.0
Bioethanol,Portugal,2022,0.0
Bioethanol,Portugal,2023,0.0
Bioethanol,Portugal,2024,0.0
Bioethanol,Serbia,2019,0.0
Bioethanol,Serbia,2020,0.0
Bioethanol,Serbia,2021,0.0
Bioethanol,Serbia,2022,0.0
Bioethanol,Serbia,2023,0.0
Bioethanol,Serbia,2024,0.0
Bioethanol,Sweden,2013,1.0
Bioethanol,Sweden,2014,4.0
Bioethanol,Sweden,2015,3.0
Bioethanol,Sweden,2016,1.0
Bioethanol,Sweden,2017,0.0
Bioethanol,Sweden,2018,4.0
Bioethanol,Sweden,2019,3.0
Bioethanol,Sweden,2020,2.0
Bioethanol,Sweden,2021,7.0
Bioethanol,Sweden,2022,5.0
Bioethanol,Sweden,2023,4191.0
Bioethanol,Sweden,2024,3981.0
Bioethanol,Türkiye,2017,0.0
Bioethanol,Türkiye,2018,0.0
Bioethanol,Türkiye,2019,0.0
Bioethanol,Türkiye,2020,0.0
Bioethanol,Türkiye,2021,0.0
Bioethanol,Türkiye,2022,0.0
Bioethanol,Türkiye,2023,0.0
Bioethanol,Türkiye,2024,0.0
Bioethanol,Kosovo*,2017,0.0
Bioethanol,Kosovo*,2018,1.0
Bioethanol,Kosovo*,2019,0.0
Bioethanol,Kosovo*,2021,0.0
Diesel,Albania,2019,33064.0
Diesel,Albania,2020,32953.0
Diesel,Albania,2021,42914.0
Diesel,Albania,2022,36523.0
Diesel,Albania,2023,47440.0
Diesel,Albania,2024,56773.0
Diesel,Austria,2013,181061.0
Diesel,Austria,2014,172574.0
Diesel,Austria,2015,180510.0
Diesel,Austria,2016,189139.0
Diesel,Austria,2017,175590.0
Diesel,Austria,2018,141159.0
Diesel,Austria,2019,130468.0
Diesel,Austria,2020,99196.0
Diesel,Austria,2021,71808.0
Diesel,Austria,2022,61537.0
Diesel,Austria,2023,61187.0
Diesel,Austria,2024,58478.0
Diesel,Bosnia and Herzegovina,2013,4049.0
Diesel,Bosnia and Herzegovina,2014,4097.0
Diesel,Bosnia and Herzegovina,2015,3835.0
Diesel,Bosnia and Herzegovina,2016,4932.0
Diesel,Bosnia and Herzegovina,2017,5123.0
Diesel,Bosnia and Herzegovina,2018,5028.0
Diesel,Bosnia and Herzegovina,2019,4685.0
Diesel,Bosnia and Herzegovina,2020,3481.0
Diesel,Bosnia and Herzegovina,2021,3385.0
Diesel,Bosnia and Herzegovina,2022,3058.0
Diesel,Bosnia and Herzegovina,2023,3136.0
Diesel,Bosnia and Herzegovina,2024,3192.0
Diesel,Belgium,2013,319863.0
Diesel,Belgium,2014,303953.0
Diesel,Belgium,2015,305838.0
Diesel,Belgium,2016,285653.0
Diesel,Belgium,2017,259790.0
Diesel,Belgium,2018,202272.0
Diesel,Belgium,2019,179716.0
Diesel,Belgium,2020,151970.0
Diesel,Belgium,2021,103914.0
Diesel,Belgium,2022,70559.0
Diesel,Belgium,2023,50855.0
Diesel,Belgium,2024,34322.0
Diesel,Bulgaria,2022,5330.0
Diesel,Bulgaria,2023,6032.0
Diesel,Bulgaria,2024,6986.0
Diesel,Switzerland,2013,119767.0
Diesel,Switzerland,2014,117318.0
Diesel,Switzerland,2015,132789.0
Diesel,Switzerland,2016,130457.0
Diesel,Switzerland,2017,118800.0
Diesel,Switzerland,2018,95612.0
Diesel,Switzerland,2019,88965.0
Diesel,Switzerland,2020,64475.0
Diesel,Switzerland,2021,51670.0
Diesel,Switzerland,2022,45069.0
Diesel,Switzerland,2023,44501.0
Diesel,Switzerland,2024,43218.0
Diesel,Cyprus,2013,1255.0
Diesel,Cyprus,2014,3184.0
Diesel,Cyprus,2015,4157.0
Diesel,Cyprus,2016,5327.0
Diesel,Cyprus,2017,5450.0
Diesel,Cyprus,2018,5264.0
Diesel,Cyprus,2019,4532.0
Diesel,Cyprus,2020,3065.0
Diesel,Cyprus,2021,1460.0
Diesel,Cyprus,2022,541.0
Diesel,Cyprus,2023,443.0
Diesel,Cyprus,2024,373.0
Diesel,Czechia,2021,56933.0
Diesel,Czechia,2022,46078.0
Diesel,Czechia,2023,54687.0
Diesel,Czechia,2024,55084.0
Diesel,Germany,2013,1403113.0
Diesel,Germany,2014,1452565.0
Diesel,Germany,2015,1538451.0
Diesel,Germany,2016,1539596.0
Diesel,Germany,2017,1336195.0
Diesel,Germany,2018,1129025.0
Diesel,Germany,2019,1230267.0
Diesel,Germany,2020,949336.0
Diesel,Germany,2021,691261.0
Diesel,Germany,2022,642418.0
Diesel,Germany,2023,703839.0
Diesel,Germany,2024,684509.0
Diesel,Denmark,2013,57435.0
Diesel,Denmark,2014,59545.0
Diesel,Denmark,2015,64203.0
Diesel,Denmark,2016,80216.0
Diesel,Denmark,2017,77493.0
Diesel,Denmark,2018,72475.0
Diesel,Denmark,2019,60475.0
Diesel,Denmark,2020,46295.0
Diesel,Denmark,2021,26648.0
Diesel,Denmark,2022,17441.0
Diesel,Denmark,2023,15258.0
Diesel,Denmark,2024,12308.0
Diesel,Estonia,2013,7345.0
Diesel,Estonia,2014,7726.0
Diesel,Estonia,2015,6949.0
Diesel,Estonia,2016,6393.0
Diesel,Estonia,2017,6409.0
Diesel,Estonia,2018,6527.0
Diesel,Estonia,2019,6414.0
Diesel,Estonia,2020,5123.0
Diesel,Estonia,2021,5242.0
Diesel,Estonia,2022,4256.0
Diesel,Estonia,2023,4114.0
Diesel,Estonia,2024,5879.0
Diesel,Greece,2021,18717.0
Diesel,Greece,2022,18602.0
Diesel,Greece,2023,19785.0
Diesel,Greece,2024,12587.0
Diesel,Spain,2014,590360.0
Diesel,Spain,2015,658757.0
Diesel,Spain,2016,725997.0
Diesel,Spain,2017,690660.0
Diesel,Spain,2018,573370.0
Diesel,Spain,2019,455468.0
Diesel,Spain,2020,332422.0
Diesel,Spain,2021,265643.0
Diesel,Spain,2022,205650.0
Diesel,Spain,2023,186368.0
Diesel,Spain,2024,184510.0
Diesel,European Union - 27 countries (from 2020),2022,1947531.0
Diesel,European Union - 27 countries (from 2020),2023,1956968.0
Diesel,European Union - 27 countries (from 2020),2024,1817179.0
Diesel,Finland,2013,38697.0
Diesel,Finland,2014,41404.0
Diesel,Finland,2015,38844.0
Diesel,Finland,2016,39556.0
Diesel,Finland,2017,36216.0
Diesel,Finland,2018,29071.0
Diesel,Finland,2019,22022.0
Diesel,Finland,2020,14567.0
Diesel,Finland,2021,11252.0
Diesel,Finland,2022,7447.0
Diesel,Finland,2023,5277.0
Diesel,Finland,2024,4008.0
Diesel,France,2013,1182129.0
Diesel,France,2014,1129453.0
Diesel,France,2015,1089403.0
Diesel,France,2016,1032695.0
Diesel,France,2017,1014418.0
Diesel,France,2018,859623.0
Diesel,France,2019,773411.0
Diesel,France,2020,539142.0
Diesel,France,2021,399164.0
Diesel,France,2022,273570.0
Diesel,France,2023,223258.0
Diesel,France,2024,169406.0
Diesel,Georgia,2017,680.0
Diesel,Georgia,2018,1242.0
Diesel,Georgia,2019,994.0
Diesel,Georgia,2020,994.0
Diesel,Georgia,2021,1358.0
Diesel,Georgia,2022,1760.0
Diesel,Georgia,2023,1514.0
Diesel,Georgia,2024,2520.0
Diesel,Croatia,2021,8904.0
Diesel,Croatia,2022,7788.0
Diesel,Croatia,2023,9219.0
Diesel,Croatia,2024,10691.0
Diesel,Hungary,2013,25769.0
Diesel,Hungary,2014,30219.0
Diesel,Hungary,2015,32271.0
Diesel,Hungary,2016,34700.0
Diesel,Hungary,2017,37039.0
Diesel,Hungary,2018,32655.0
Diesel,Hungary,2019,32299.0
Diesel,Hungary,2020,31606.0
Diesel,Hungary,2021,27065.0
Diesel,Hungary,2022,20567.0
Diesel,Hungary,2023,19836.0
Diesel,Hungary,2024,22889.0
Diesel,Ireland,2013,54428.0
Diesel,Ireland,2014,61917.0
Diesel,Ireland,2015,92436.0
Diesel,Ireland,2016,105257.0
Diesel,Ireland,2017,87644.0
Diesel,Ireland,2018,70743.0
Diesel,Ireland,2019,59884.0
Diesel,Ireland,2020,41688.0
Diesel,Ireland,2021,40292.0
Diesel,Ireland,2022,31336.0
Diesel,Ireland,2023,32255.0
Diesel,Ireland,2024,31272.0
Diesel,Iceland,2017,11091.0
Diesel,Iceland,2018,8219.0
Diesel,Iceland,2019,4253.0
Diesel,Iceland,2020,2327.0
Diesel,Iceland,2021,2584.0
Diesel,Iceland,2022,3107.0
Diesel,Iceland,2023,3039.0
Diesel,Iceland,2024,2750.0
Diesel,Italy,2013,707641.0
Diesel,Italy,2014,757895.0
Diesel,Italy,2015,887074.0
Diesel,Italy,2016,1058886.0
Diesel,Italy,2017,1130434.0
Diesel,Italy,2018,1000494.0
Diesel,Italy,2019,793367.0
Diesel,Italy,2020,505406.0
Diesel,Italy,2021,403271.0
Diesel,Italy,2022,323829.0
Diesel,Italy,2023,357239.0
Diesel,Italy,2024,305596.0
Diesel,Liechtenstein,2013,858.0
Diesel,Liechtenstein,2014,800.0
Diesel,Liechtenstein,2015,937.0
Diesel,Liechtenstein,2016,985.0
Diesel,Liechtenstein,2017,849.0
Diesel,Liechtenstein,2018,644.0
Diesel,Liechtenstein,2019,663.0
Diesel,Liechtenstein,2020,422.0
Diesel,Liechtenstein,2021,355.0
Diesel,Liechtenstein,2022,315.0
Diesel,Liechtenstein,2023,294.0
Diesel,Liechtenstein,2024,299.0
Diesel,Lithuania,2013,7019.0
Diesel,Lithuania,2014,6879.0
Diesel,Lithuania,2015,7690.0
Diesel,Lithuania,2016,7587.0
Diesel,Lithuania,2017,7865.0
Diesel,Lithuania,2018,7210.0
Diesel,Lithuania,2019,7262.0
Diesel,Lithuania,2020,7042.0
Diesel,Lithuania,2021,4706.0
Diesel,Lithuania,2022,3183.0
Diesel,Lithuania,2023,3684.0
Diesel,Lithuania,2024,5473.0
