STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2015,,2817,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2016,,4668,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2017,,8512,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2018,,11631,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2019,,14582,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2020,,17373,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2021,,25874,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2022,,24083,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2023,,19097,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FI,Finland,2024,,22114,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2013,,32194,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2014,,31829,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2015,,35950,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2016,,46301,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2017,,70320,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2018,,90727,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2019,,97951,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2020,,149738,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2021,,262497,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2022,,316690,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2023,,420146,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,FR,France,2024,,585851,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2017,,198,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2018,,204,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2019,,418,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2020,,418,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2021,,692,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2022,,836,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2023,,1430,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,GE,Georgia,2024,,1998,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HR,Croatia,2022,,6780,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HR,Croatia,2023,,10411,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HR,Croatia,2024,,5248,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2013,,492,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2014,,518,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2015,,829,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2016,,1810,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2017,,3960,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2018,,6163,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2019,,9197,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2020,,28216,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2021,,40823,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2022,,36898,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2023,,39039,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,HU,Hungary,2024,,48577,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2017,,4482,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2018,,6977,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2019,,10789,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2020,,10553,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2021,,17110,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2022,,20331,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2023,,19541,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IE,Ireland,2024,,25517,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IS,Iceland,2017,,1158,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IS,Iceland,2018,,991,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IS,Iceland,2019,,1062,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IS,Iceland,2021,,1981,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IS,Iceland,2022,,2402,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IS,Iceland,2023,,2325,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IS,Iceland,2024,,1682,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IT,Italy,2021,,363948,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IT,Italy,2022,,400850,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IT,Italy,2023,,498069,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,IT,Italy,2024,,539824,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2013,,41,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2014,,35,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2015,,55,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2016,,62,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2017,,84,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2018,,106,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2019,,139,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2020,,263,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2021,,394,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2022,,376,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2023,,362,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LI,Liechtenstein,2024,,413,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2013,,45,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2014,,84,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2015,,94,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2016,,235,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2017,,501,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2018,,2304,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2019,,3200,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2020,,7998,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2021,,9085,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2022,,8009,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2023,,9767,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LT,Lithuania,2024,,11514,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2013,,290,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2014,,401,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2015,,401,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2016,,615,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2017,,850,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2018,,941,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2019,,1439,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2020,,2594,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2021,,4468,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2022,,5336,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2023,,6859,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LU,Luxembourg,2024,,8264,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2014,,1,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2015,,9,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2016,,18,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2017,,17,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2018,,18,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2019,,14,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2020,,78,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2021,,147,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2022,,4532,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2023,,5509,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,LV,Latvia,2024,,6393,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,ME,Montenegro,2017,,16,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,ME,Montenegro,2018,,25,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,ME,Montenegro,2019,,28,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,ME,Montenegro,2020,,34,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,ME,Montenegro,2021,,137,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,ME,Montenegro,2022,,775,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2015,,48,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2016,,119,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2017,,225,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2018,,522,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2019,,715,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2020,,426,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2021,,872,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2022,,1316,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2023,,1731,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,MT,Malta,2024,,1458,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2013,,43326,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2014,,26727,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2015,,56219,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2016,,29916,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2017,,20732,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2018,,26173,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2019,,33741,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2020,,47583,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2021,,71513,,i,value imputed by Eurostat or other receiving agencies,,
